,Unnamed: 0,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
5734,902613,MX,Mexico,Veracruz,,,MX-VER,,2020-02-19,0,0,5,4,13,-2
5735,902614,MX,Mexico,Veracruz,,,MX-VER,,2020-02-20,-1,-1,4,7,12,-2
5736,902615,MX,Mexico,Veracruz,,,MX-VER,,2020-02-21,-7,-4,-13,14,10,-1
5737,902616,MX,Mexico,Veracruz,,,MX-VER,,2020-02-22,-3,0,8,8,1,1
5738,902617,MX,Mexico,Veracruz,,,MX-VER,,2020-02-23,6,2,20,14,0,-1
5739,902618,MX,Mexico,Veracruz,,,MX-VER,,2020-02-24,-1,-2,12,9,-3,0
5740,902619,MX,Mexico,Veracruz,,,MX-VER,,2020-02-25,-5,-3,5,10,-5,0
5741,902620,MX,Mexico,Veracruz,,,MX-VER,,2020-02-26,-19,-16,-22,-7,-12,5
5742,902621,MX,Mexico,Veracruz,,,MX-VER,,2020-02-27,-6,-3,-8,-1,11,-1
5743,902622,MX,Mexico,Veracruz,,,MX-VER,,2020-02-28,-2,5,-6,1,14,-1
5744,902623,MX,Mexico,Veracruz,,,MX-VER,,2020-02-29,3,9,4,-1,6,0
5745,902624,MX,Mexico,Veracruz,,,MX-VER,,2020-03-01,7,10,8,8,4,0
5746,902625,MX,Mexico,Veracruz,,,MX-VER,,2020-03-02,1,5,2,3,20,-3
5747,902626,MX,Mexico,Veracruz,,,MX-VER,,2020-03-03,-1,2,1,4,14,-2
5748,902627,MX,Mexico,Veracruz,,,MX-VER,,2020-03-04,1,3,3,2,15,-3
5749,902628,MX,Mexico,Veracruz,,,MX-VER,,2020-03-05,-2,1,-2,3,14,-1
5750,902629,MX,Mexico,Veracruz,,,MX-VER,,2020-03-06,-5,1,-5,3,16,-2
5751,902630,MX,Mexico,Veracruz,,,MX-VER,,2020-03-07,-3,1,0,0,6,0
5752,902631,MX,Mexico,Veracruz,,,MX-VER,,2020-03-08,1,1,-1,-1,3,1
5753,902632,MX,Mexico,Veracruz,,,MX-VER,,2020-03-09,-9,-5,-7,1,-3,3
5754,902633,MX,Mexico,Veracruz,,,MX-VER,,2020-03-10,-4,0,-2,4,14,-2
5755,902634,MX,Mexico,Veracruz,,,MX-VER,,2020-03-11,-3,-2,2,-1,14,-2
5756,902635,MX,Mexico,Veracruz,,,MX-VER,,2020-03-12,-1,0,5,9,15,-3
5757,902636,MX,Mexico,Veracruz,,,MX-VER,,2020-03-13,3,7,9,13,9,-2
5758,902637,MX,Mexico,Veracruz,,,MX-VER,,2020-03-14,8,15,32,19,6,-3
5759,902638,MX,Mexico,Veracruz,,,MX-VER,,2020-03-15,10,13,23,-3,2,-1
5760,902639,MX,Mexico,Veracruz,,,MX-VER,,2020-03-16,0,8,2,18,-41,8
5761,902640,MX,Mexico,Veracruz,,,MX-VER,,2020-03-17,-4,9,-5,14,4,0
5762,902641,MX,Mexico,Veracruz,,,MX-VER,,2020-03-18,-8,4,-7,-3,-3,2
5763,902642,MX,Mexico,Veracruz,,,MX-VER,,2020-03-19,-13,2,-7,-5,-2,3
5764,902643,MX,Mexico,Veracruz,,,MX-VER,,2020-03-20,-19,-2,-16,-15,-4,5
5765,902644,MX,Mexico,Veracruz,,,MX-VER,,2020-03-21,-26,-4,-20,-19,-3,6
5766,902645,MX,Mexico,Veracruz,,,MX-VER,,2020-03-22,-32,-12,-31,-27,-8,7
5767,902646,MX,Mexico,Veracruz,,,MX-VER,,2020-03-23,-26,-12,-26,-26,-21,9
5768,902647,MX,Mexico,Veracruz,,,MX-VER,,2020-03-24,-31,-15,-29,-27,-29,10
5769,902648,MX,Mexico,Veracruz,,,MX-VER,,2020-03-25,-33,-18,-30,-32,-30,11
5770,902649,MX,Mexico,Veracruz,,,MX-VER,,2020-03-26,-33,-18,-30,-33,-31,12
5771,902650,MX,Mexico,Veracruz,,,MX-VER,,2020-03-27,-36,-17,-34,-42,-29,13
5772,902651,MX,Mexico,Veracruz,,,MX-VER,,2020-03-28,-37,-13,-33,-40,-13,10
5773,902652,MX,Mexico,Veracruz,,,MX-VER,,2020-03-29,-43,-19,-44,-45,-17,10
5774,902653,MX,Mexico,Veracruz,,,MX-VER,,2020-03-30,-31,-14,-33,-37,-31,12
5775,902654,MX,Mexico,Veracruz,,,MX-VER,,2020-03-31,-30,-12,-33,-35,-36,12
5776,902655,MX,Mexico,Veracruz,,,MX-VER,,2020-04-01,-31,-12,-33,-37,-38,13
5777,902656,MX,Mexico,Veracruz,,,MX-VER,,2020-04-02,-41,-11,-34,-38,-39,14
5778,902657,MX,Mexico,Veracruz,,,MX-VER,,2020-04-03,-51,-10,-39,-46,-37,16
5779,902658,MX,Mexico,Veracruz,,,MX-VER,,2020-04-04,-52,-7,-37,-42,-20,12
5780,902659,MX,Mexico,Veracruz,,,MX-VER,,2020-04-05,-58,-17,-49,-48,-24,12
5781,902660,MX,Mexico,Veracruz,,,MX-VER,,2020-04-06,-47,-13,-37,-44,-39,14
5782,902661,MX,Mexico,Veracruz,,,MX-VER,,2020-04-07,-47,-15,-37,-42,-43,14
5783,902662,MX,Mexico,Veracruz,,,MX-VER,,2020-04-08,-45,-14,-36,-41,-43,14
5784,902663,MX,Mexico,Veracruz,,,MX-VER,,2020-04-09,-51,-16,-40,-45,-53,17
5785,902664,MX,Mexico,Veracruz,,,MX-VER,,2020-04-10,-65,-27,-53,-62,-63,23
5786,902665,MX,Mexico,Veracruz,,,MX-VER,,2020-04-11,-59,-19,-44,-56,-37,16
5787,902666,MX,Mexico,Veracruz,,,MX-VER,,2020-04-12,-61,-24,-53,-52,-27,12
5788,902667,MX,Mexico,Veracruz,,,MX-VER,,2020-04-13,-46,-16,-41,-45,-39,15
5789,902668,MX,Mexico,Veracruz,,,MX-VER,,2020-04-14,-47,-15,-39,-46,-43,15
5790,902669,MX,Mexico,Veracruz,,,MX-VER,,2020-04-15,-43,-10,-39,-44,-42,15
5791,902670,MX,Mexico,Veracruz,,,MX-VER,,2020-04-16,-43,-11,-38,-46,-42,16
5792,902671,MX,Mexico,Veracruz,,,MX-VER,,2020-04-17,-48,-14,-42,-52,-39,18
5793,902672,MX,Mexico,Veracruz,,,MX-VER,,2020-04-18,-52,-16,-42,-52,-21,13
5794,902673,MX,Mexico,Veracruz,,,MX-VER,,2020-04-19,-56,-23,-52,-54,-23,11
5795,902674,MX,Mexico,Veracruz,,,MX-VER,,2020-04-20,-47,-20,-42,-49,-38,15
5796,902675,MX,Mexico,Veracruz,,,MX-VER,,2020-04-21,-50,-22,-44,-49,-42,15
5797,902676,MX,Mexico,Veracruz,,,MX-VER,,2020-04-22,-51,-24,-44,-49,-42,15
5798,902677,MX,Mexico,Veracruz,,,MX-VER,,2020-04-23,-53,-25,-46,-51,-42,16
5799,902678,MX,Mexico,Veracruz,,,MX-VER,,2020-04-24,-55,-24,-49,-57,-39,18
5800,902679,MX,Mexico,Veracruz,,,MX-VER,,2020-04-25,-55,-19,-46,-53,-21,14
5801,902680,MX,Mexico,Veracruz,,,MX-VER,,2020-04-26,-59,-26,-56,-57,-24,12
5802,902681,MX,Mexico,Veracruz,,,MX-VER,,2020-04-27,-50,-23,-46,-52,-38,16
5803,902682,MX,Mexico,Veracruz,,,MX-VER,,2020-04-28,-51,-23,-45,-49,-42,11
5804,902683,MX,Mexico,Veracruz,,,MX-VER,,2020-04-29,-47,-17,-42,-46,-41,15
5805,902684,MX,Mexico,Veracruz,,,MX-VER,,2020-04-30,-36,-4,-35,-39,-39,14
5806,902685,MX,Mexico,Veracruz,,,MX-VER,,2020-05-01,-55,-18,-48,-57,-54,21
5807,902686,MX,Mexico,Veracruz,,,MX-VER,,2020-05-02,-51,-12,-42,-51,-23,13
5808,902687,MX,Mexico,Veracruz,,,MX-VER,,2020-05-03,-57,-22,-52,-53,-21,11
5809,902688,MX,Mexico,Veracruz,,,MX-VER,,2020-05-04,-46,-16,-42,-48,-37,15
5810,902689,MX,Mexico,Veracruz,,,MX-VER,,2020-05-05,-49,-19,-44,-47,-44,16
5811,902690,MX,Mexico,Veracruz,,,MX-VER,,2020-05-06,-50,-22,-44,-48,-42,16
5812,902691,MX,Mexico,Veracruz,,,MX-VER,,2020-05-07,-50,-20,-45,-49,-42,17
5813,902692,MX,Mexico,Veracruz,,,MX-VER,,2020-05-08,-53,-17,-47,-53,-39,18
5814,902693,MX,Mexico,Veracruz,,,MX-VER,,2020-05-09,-56,-17,-47,-52,-23,15
5815,902694,MX,Mexico,Veracruz,,,MX-VER,,2020-05-10,-57,-21,-52,-55,-13,10
5816,902695,MX,Mexico,Veracruz,,,MX-VER,,2020-05-11,-52,-23,-48,-50,-38,16
5817,902696,MX,Mexico,Veracruz,,,MX-VER,,2020-05-12,-51,-21,-45,-49,-41,16
5818,902697,MX,Mexico,Veracruz,,,MX-VER,,2020-05-13,-49,-19,-43,-50,-41,16
5819,902698,MX,Mexico,Veracruz,,,MX-VER,,2020-05-14,-49,-17,-43,-49,-41,15
5820,902699,MX,Mexico,Veracruz,,,MX-VER,,2020-05-15,-48,-11,-44,-53,-38,17
5821,902700,MX,Mexico,Veracruz,,,MX-VER,,2020-05-16,-51,-10,-43,-50,-20,13
5822,902701,MX,Mexico,Veracruz,,,MX-VER,,2020-05-17,-57,-20,-53,-55,-19,12
5823,902702,MX,Mexico,Veracruz,,,MX-VER,,2020-05-18,-45,-14,-42,-48,-36,15
5824,902703,MX,Mexico,Veracruz,,,MX-VER,,2020-05-19,-48,-17,-42,-47,-40,16
5825,902704,MX,Mexico,Veracruz,,,MX-VER,,2020-05-20,-48,-18,-40,-48,-40,16
5826,902705,MX,Mexico,Veracruz,,,MX-VER,,2020-05-21,-50,-19,-42,-48,-41,17
5827,902706,MX,Mexico,Veracruz,,,MX-VER,,2020-05-22,-53,-19,-47,-55,-37,17
5828,902707,MX,Mexico,Veracruz,,,MX-VER,,2020-05-23,-54,-16,-43,-52,-18,13
5829,902708,MX,Mexico,Veracruz,,,MX-VER,,2020-05-24,-58,-23,-52,-56,-18,12
5830,902709,MX,Mexico,Veracruz,,,MX-VER,,2020-05-25,-49,-18,-43,-50,-37,16
5831,902710,MX,Mexico,Veracruz,,,MX-VER,,2020-05-26,-51,-20,-43,-48,-39,16
5832,902711,MX,Mexico,Veracruz,,,MX-VER,,2020-05-27,-50,-20,-43,-50,-39,16
5833,902712,MX,Mexico,Veracruz,,,MX-VER,,2020-05-28,-50,-18,-43,-49,-39,16
5834,902713,MX,Mexico,Veracruz,,,MX-VER,,2020-05-29,-50,-13,-46,-52,-36,18
5835,902714,MX,Mexico,Veracruz,,,MX-VER,,2020-05-30,-51,-10,-44,-49,-14,13
5836,902715,MX,Mexico,Veracruz,,,MX-VER,,2020-05-31,-55,-17,-52,-52,-13,12
5837,902716,MX,Mexico,Veracruz,,,MX-VER,,2020-06-01,-43,-11,-43,-46,-33,15
5838,902717,MX,Mexico,Veracruz,,,MX-VER,,2020-06-02,-47,-15,-43,-45,-37,15
5839,902718,MX,Mexico,Veracruz,,,MX-VER,,2020-06-03,-49,-20,-45,-48,-38,17
5840,902719,MX,Mexico,Veracruz,,,MX-VER,,2020-06-04,-48,-19,-44,-48,-37,17
5841,902720,MX,Mexico,Veracruz,,,MX-VER,,2020-06-05,-49,-16,-45,-52,-34,17
5842,902721,MX,Mexico,Veracruz,,,MX-VER,,2020-06-06,-51,-14,-43,-51,-12,13
5843,902722,MX,Mexico,Veracruz,,,MX-VER,,2020-06-07,-54,-20,-49,-54,-12,12
5844,902723,MX,Mexico,Veracruz,,,MX-VER,,2020-06-08,-45,-17,-43,-48,-31,15
5845,902724,MX,Mexico,Veracruz,,,MX-VER,,2020-06-09,-47,-19,-42,-47,-36,15
5846,902725,MX,Mexico,Veracruz,,,MX-VER,,2020-06-10,-45,-17,-41,-47,-35,15
5847,902726,MX,Mexico,Veracruz,,,MX-VER,,2020-06-11,-45,-17,-42,-47,-36,16
5848,902727,MX,Mexico,Veracruz,,,MX-VER,,2020-06-12,-47,-14,-45,-50,-32,17
5849,902728,MX,Mexico,Veracruz,,,MX-VER,,2020-06-13,-46,-9,-38,-47,-10,12
5850,902729,MX,Mexico,Veracruz,,,MX-VER,,2020-06-14,-50,-16,-47,-50,-7,11
5851,902730,MX,Mexico,Veracruz,,,MX-VER,,2020-06-15,-37,-6,-37,-42,-29,14
5852,902731,MX,Mexico,Veracruz,,,MX-VER,,2020-06-16,-38,-8,-37,-41,-33,14
5853,902732,MX,Mexico,Veracruz,,,MX-VER,,2020-06-17,-40,-12,-37,-42,-33,14
5854,902733,MX,Mexico,Veracruz,,,MX-VER,,2020-06-18,-41,-13,-37,-44,-34,15
5855,902734,MX,Mexico,Veracruz,,,MX-VER,,2020-06-19,-44,-11,-40,-48,-31,15
5856,902735,MX,Mexico,Veracruz,,,MX-VER,,2020-06-20,-43,-5,-35,-43,-8,11
5857,902736,MX,Mexico,Veracruz,,,MX-VER,,2020-06-21,-47,-13,-45,-47,1,9
5858,902737,MX,Mexico,Veracruz,,,MX-VER,,2020-06-22,-43,-16,-40,-43,-32,15
5859,902738,MX,Mexico,Veracruz,,,MX-VER,,2020-06-23,-46,-19,-43,-44,-36,15
5860,902739,MX,Mexico,Veracruz,,,MX-VER,,2020-06-24,-43,-16,-41,-44,-35,15
5861,902740,MX,Mexico,Veracruz,,,MX-VER,,2020-06-25,-43,-15,-39,-43,-35,15
5862,902741,MX,Mexico,Veracruz,,,MX-VER,,2020-06-26,-45,-14,-42,-48,-32,16
5863,902742,MX,Mexico,Veracruz,,,MX-VER,,2020-06-27,-46,-11,-37,-46,-10,12
5864,902743,MX,Mexico,Veracruz,,,MX-VER,,2020-06-28,-50,-18,-45,-48,-7,11
5865,902744,MX,Mexico,Veracruz,,,MX-VER,,2020-06-29,-39,-10,-38,-43,-30,14
5866,902745,MX,Mexico,Veracruz,,,MX-VER,,2020-06-30,-34,-4,-35,-39,-34,13
5867,902746,MX,Mexico,Veracruz,,,MX-VER,,2020-07-01,-34,-5,-33,-40,-33,13
5868,902747,MX,Mexico,Veracruz,,,MX-VER,,2020-07-02,-36,-7,-35,-41,-34,14
5869,902748,MX,Mexico,Veracruz,,,MX-VER,,2020-07-03,-40,-8,-39,-46,-32,15
5870,902749,MX,Mexico,Veracruz,,,MX-VER,,2020-07-04,-43,-7,-36,-44,-10,11
5871,902750,MX,Mexico,Veracruz,,,MX-VER,,2020-07-05,-46,-15,-45,-47,-9,11
5872,902751,MX,Mexico,Veracruz,,,MX-VER,,2020-07-06,-37,-10,-37,-42,-32,14
5873,902752,MX,Mexico,Veracruz,,,MX-VER,,2020-07-07,-39,-12,-37,-42,-36,14
5874,902753,MX,Mexico,Veracruz,,,MX-VER,,2020-07-08,-39,-13,-36,-42,-35,14
5875,902754,MX,Mexico,Veracruz,,,MX-VER,,2020-07-09,-40,-14,-38,-43,-35,15
5876,902755,MX,Mexico,Veracruz,,,MX-VER,,2020-07-10,-43,-12,-41,-48,-33,16
5877,902756,MX,Mexico,Veracruz,,,MX-VER,,2020-07-11,-45,-12,-41,-47,-12,13
5878,902757,MX,Mexico,Veracruz,,,MX-VER,,2020-07-12,-48,-17,-47,-49,-10,11
5879,902758,MX,Mexico,Veracruz,,,MX-VER,,2020-07-13,-38,-12,-39,-43,-32,14
5880,902759,MX,Mexico,Veracruz,,,MX-VER,,2020-07-14,-38,-12,-39,-43,-36,14
5881,902760,MX,Mexico,Veracruz,,,MX-VER,,2020-07-15,-33,-5,-36,-41,-34,14
5882,902761,MX,Mexico,Veracruz,,,MX-VER,,2020-07-16,-34,-6,-37,-41,-35,14
5883,902762,MX,Mexico,Veracruz,,,MX-VER,,2020-07-17,-40,-8,-42,-47,-33,16
5884,902763,MX,Mexico,Veracruz,,,MX-VER,,2020-07-18,-43,-8,-40,-45,-11,12
5885,902764,MX,Mexico,Veracruz,,,MX-VER,,2020-07-19,-47,-16,-48,-49,-10,11
5886,902765,MX,Mexico,Veracruz,,,MX-VER,,2020-07-20,-37,-11,-41,-43,-33,14
5887,902766,MX,Mexico,Veracruz,,,MX-VER,,2020-07-21,-39,-13,-40,-42,-37,15
5888,902767,MX,Mexico,Veracruz,,,MX-VER,,2020-07-22,-39,-13,-40,-43,-36,14
5889,902768,MX,Mexico,Veracruz,,,MX-VER,,2020-07-23,-40,-14,-40,-42,-36,15
5890,902769,MX,Mexico,Veracruz,,,MX-VER,,2020-07-24,-43,-13,-43,-48,-33,16
5891,902770,MX,Mexico,Veracruz,,,MX-VER,,2020-07-25,-45,-10,-39,-46,-12,12
5892,902771,MX,Mexico,Veracruz,,,MX-VER,,2020-07-26,-48,-18,-47,-50,-11,11
5893,902772,MX,Mexico,Veracruz,,,MX-VER,,2020-07-27,-40,-14,-42,-45,-34,15
5894,902773,MX,Mexico,Veracruz,,,MX-VER,,2020-07-28,-40,-14,-41,-44,-37,15
5895,902774,MX,Mexico,Veracruz,,,MX-VER,,2020-07-29,-38,-15,-40,-43,-37,14
5896,902775,MX,Mexico,Veracruz,,,MX-VER,,2020-07-30,-35,-12,-39,-42,-37,15
5897,902776,MX,Mexico,Veracruz,,,MX-VER,,2020-07-31,-35,-6,-41,-46,-33,15
5898,902777,MX,Mexico,Veracruz,,,MX-VER,,2020-08-01,-37,-3,-35,-42,-11,11
5899,902778,MX,Mexico,Veracruz,,,MX-VER,,2020-08-02,-41,-13,-45,-47,-10,10
5900,902779,MX,Mexico,Veracruz,,,MX-VER,,2020-08-03,-30,-7,-38,-42,-32,13
5901,902780,MX,Mexico,Veracruz,,,MX-VER,,2020-08-04,-33,-10,-38,-40,-36,14
5902,902781,MX,Mexico,Veracruz,,,MX-VER,,2020-08-05,-31,-9,-35,-41,-35,13
5903,902782,MX,Mexico,Veracruz,,,MX-VER,,2020-08-06,-33,-12,-37,-41,-36,14
5904,902783,MX,Mexico,Veracruz,,,MX-VER,,2020-08-07,-38,-14,-43,-47,-33,15
5905,902784,MX,Mexico,Veracruz,,,MX-VER,,2020-08-08,-40,-12,-40,-46,-12,12
5906,902785,MX,Mexico,Veracruz,,,MX-VER,,2020-08-09,-43,-18,-49,-48,-12,11
5907,902786,MX,Mexico,Veracruz,,,MX-VER,,2020-08-10,-33,-13,-40,-43,-32,14
5908,902787,MX,Mexico,Veracruz,,,MX-VER,,2020-08-11,-35,-14,-41,-41,-36,14
5909,902788,MX,Mexico,Veracruz,,,MX-VER,,2020-08-12,-34,-15,-39,-43,-35,14
5910,902789,MX,Mexico,Veracruz,,,MX-VER,,2020-08-13,-34,-13,-38,-41,-35,14
5911,902790,MX,Mexico,Veracruz,,,MX-VER,,2020-08-14,-34,-8,-40,-44,-32,14
5912,902791,MX,Mexico,Veracruz,,,MX-VER,,2020-08-15,-33,-2,-34,-40,-9,10
5913,902792,MX,Mexico,Veracruz,,,MX-VER,,2020-08-16,-35,-9,-42,-42,-8,9
5914,902793,MX,Mexico,Veracruz,,,MX-VER,,2020-08-17,-28,-7,-36,-39,-31,12
5915,902794,MX,Mexico,Veracruz,,,MX-VER,,2020-08-18,-28,-8,-33,-38,-33,12
5916,902795,MX,Mexico,Veracruz,,,MX-VER,,2020-08-19,-26,-8,-29,-38,-33,12
5917,902796,MX,Mexico,Veracruz,,,MX-VER,,2020-08-20,-28,-11,-30,-37,-34,13
5918,902797,MX,Mexico,Veracruz,,,MX-VER,,2020-08-21,-31,-8,-32,-42,-30,14
5919,902798,MX,Mexico,Veracruz,,,MX-VER,,2020-08-22,-31,-5,-27,-39,-8,9
5920,902799,MX,Mexico,Veracruz,,,MX-VER,,2020-08-23,-34,-11,-38,-42,-8,9
5921,902800,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-15,5,7,5,-2,5,-2
5922,902801,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-16,2,4,-1,-2,1,-1
5923,902802,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-17,2,6,2,8,10,-3
5924,902803,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-18,-1,4,5,2,10,-2
5925,902804,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-19,0,3,7,4,10,-2
5926,902805,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-20,1,3,4,5,10,-2
5927,902806,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-21,-4,2,-2,12,11,-2
5928,902807,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-22,-2,3,1,5,4,-1
5929,902808,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-23,-2,-1,6,3,0,0
5930,902809,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-24,2,1,10,3,-16,2
5931,902810,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-25,-1,0,14,4,-32,6
5932,902811,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-26,-7,-2,-11,7,8,-1
5933,902812,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-27,-3,2,-9,-1,9,1
5934,902813,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-28,-1,8,-4,3,12,-2
5935,902814,MX,Mexico,Yucatan,,,MX-YUC,,2020-02-29,3,9,-7,-5,7,0
5936,902815,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-01,1,7,-8,-5,3,1
5937,902816,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-02,2,8,0,2,12,-3
5938,902817,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-03,0,6,2,-2,7,-1
5939,902818,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-04,1,6,2,-1,10,-2
5940,902819,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-05,1,4,-3,-2,11,-1
5941,902820,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-06,-4,4,-2,2,13,-2
5942,902821,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-07,0,5,-2,-4,7,0
5943,902822,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-08,0,3,-5,-11,4,1
5944,902823,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-09,-12,-6,-12,-7,-18,7
5945,902824,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-10,-2,5,-1,0,11,-2
5946,902825,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-11,0,4,-1,4,10,-2
5947,902826,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-12,1,4,0,0,10,-1
5948,902827,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-13,-1,12,-1,8,9,-2
5949,902828,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-14,-1,17,-4,2,5,-1
5950,902829,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-15,-12,6,-14,-15,1,2
5951,902830,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-16,-22,0,-23,-21,-54,15
5952,902831,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-17,-19,-1,-27,-14,-17,9
5953,902832,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-18,-24,-6,-31,-25,-23,12
5954,902833,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-19,-29,-7,-36,-34,-26,14
5955,902834,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-20,-37,-12,-40,-39,-26,15
5956,902835,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-21,-45,-17,-47,-46,-15,15
5957,902836,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-22,-55,-28,-59,-56,-19,16
5958,902837,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-23,-41,-22,-44,-48,-34,17
5959,902838,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-24,-44,-23,-46,-54,-37,19
5960,902839,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-25,-45,-25,-47,-55,-39,19
5961,902840,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-26,-46,-26,-49,-60,-41,21
5962,902841,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-27,-48,-23,-50,-60,-39,22
5963,902842,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-28,-50,-22,-52,-62,-25,17
5964,902843,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-29,-59,-31,-63,-69,-27,18
5965,902844,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-30,-44,-25,-49,-61,-42,20
5966,902845,MX,Mexico,Yucatan,,,MX-YUC,,2020-03-31,-42,-20,-50,-60,-44,20
5967,902846,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-01,-52,-25,-55,-65,-50,23
5968,902847,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-02,-60,-27,-59,-68,-54,27
5969,902848,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-03,-69,-24,-60,-69,-53,28
5970,902849,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-04,-72,-28,-65,-71,-42,23
5971,902850,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-05,-77,-40,-72,-77,-39,22
5972,902851,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-06,-68,-31,-61,-70,-57,27
5973,902852,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-07,-66,-32,-60,-71,-58,27
5974,902853,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-08,-65,-31,-60,-71,-59,27
5975,902854,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-09,-67,-30,-62,-75,-65,30
5976,902855,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-10,-78,-43,-70,-82,-74,36
5977,902856,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-11,-73,-38,-66,-79,-52,26
5978,902857,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-12,-76,-44,-72,-78,-38,22
5979,902858,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-13,-64,-34,-60,-72,-55,26
5980,902859,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-14,-64,-33,-60,-73,-57,27
5981,902860,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-15,-61,-29,-58,-72,-56,26
5982,902861,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-16,-62,-31,-60,-73,-57,29
5983,902862,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-17,-65,-31,-60,-73,-54,30
5984,902863,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-18,-70,-36,-64,-77,-40,23
5985,902864,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-19,-75,-44,-71,-81,-34,21
5986,902865,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-20,-65,-36,-60,-73,-54,26
5987,902866,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-21,-67,-38,-62,-75,-56,28
5988,902867,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-22,-67,-38,-62,-75,-56,27
5989,902868,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-23,-68,-36,-63,-76,-56,29
5990,902869,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-24,-74,-44,-68,-76,-57,32
5991,902870,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-25,-76,-46,-70,-80,-46,27
5992,902871,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-26,-80,-52,-76,-84,-40,25
5993,902872,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-27,-71,-44,-67,-77,-57,30
5994,902873,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-28,-71,-43,-67,-78,-58,26
5995,902874,MX,Mexico,Yucatan,,,MX-YUC,,2020-04-29,-68,-37,-64,-76,-57,29
